11	24	2002-01-28 00:00:00.000	3	438	41.2230	123.6690	3.00	.00	3.00	2002-01-21 00:00:00.000
11	25	2002-01-28 00:00:00.000	3	439	45.4965	136.4895	3.00	.00	3.00	2002-01-21 00:00:00.000
11	26	2002-01-28 00:00:00.000	3	440	41.2230	123.6690	3.00	.00	3.00	2002-01-21 00:00:00.000
11	27	2002-01-28 00:00:00.000	3	441	39.1230	117.3690	3.00	.00	3.00	2002-01-21 00:00:00.000
12	28	2002-01-28 00:00:00.000	550	941	62.9895	34644.2250	550.00	82.00	468.00	2002-01-21 00:00:00.000
13	29	2002-01-28 00:00:00.000	3	320	45.3705	136.1115	3.00	.00	3.00	2002-01-21 00:00:00.000
13	30	2002-01-28 00:00:00.000	3	321	40.4880	121.4640	3.00	.00	3.00	2002-01-21 00:00:00.000
13	31	2002-01-28 00:00:00.000	60	322	26.3655	1581.9300	60.00	.00	60.00	2002-01-21 00:00:00.000
14	32	2002-01-28 00:00:00.000	3	504	48.7620	146.2860	3.00	3.00	.00	2002-01-21 00:00:00.000
15	33	2002-01-28 00:00:00.000	3	497	34.1880	102.5640	3.00	.00	3.00	2002-01-21 00:00:00.000
16	34	2002-01-28 00:00:00.000	3	323	50.2635	150.7905	3.00	.00	3.00	2002-01-21 00:00:00.000
17	35	2002-01-29 00:00:00.000	550	523	10.7310	5902.0500	550.00	.00	550.00	2002-01-22 00:00:00.000
17	36	2002-01-29 00:00:00.000	550	524	14.1225	7767.3750	550.00	.00	550.00	2002-01-22 00:00:00.000
18	37	2002-01-29 00:00:00.000	60	492	50.2635	3015.8100	60.00	.00	60.00	2002-01-22 00:00:00.000
18	38	2002-01-29 00:00:00.000	60	493	57.1515	3429.0900	60.00	.00	60.00	2002-01-22 00:00:00.000
18	39	2002-01-29 00:00:00.000	60	494	53.2035	3192.2100	60.00	.00	60.00	2002-01-22 00:00:00.000
18	40	2002-01-29 00:00:00.000	60	495	63.6930	3821.5800	60.00	.00	60.00	2002-01-22 00:00:00.000
18	41	2002-01-29 00:00:00.000	60	496	48.9090	2934.5400	60.00	.00	60.00	2002-01-22 00:00:00.000
19	42	2002-01-29 00:00:00.000	550	908	21.0945	11601.9750	550.00	.00	550.00	2002-01-22 00:00:00.000
19	43	2002-01-29 00:00:00.000	550	909	30.4395	16741.7250	550.00	.00	550.00	2002-01-22 00:00:00.000
19	44	2002-01-29 00:00:00.000	550	910	40.9395	22516.7250	550.00	.00	550.00	2002-01-22 00:00:00.000
19	45	2002-01-29 00:00:00.000	550	911	21.0945	11601.9750	550.00	.00	550.00	2002-01-22 00:00:00.000
19	46	2002-01-29 00:00:00.000	550	912	30.4395	16741.7250	550.00	.00	550.00	2002-01-22 00:00:00.000
20	47	2002-01-29 00:00:00.000	60	506	9.1980	551.8800	60.00	.00	60.00	2002-01-22 00:00:00.000
21	48	2002-01-29 00:00:00.000	550	351	5.7750	3176.2500	550.00	.00	550.00	2002-01-22 00:00:00.000
21	49	2002-01-29 00:00:00.000	550	352	1.1550	635.2500	550.00	.00	550.00	2002-01-22 00:00:00.000
21	50	2002-01-29 00:00:00.000	550	679	5.7750	3176.2500	550.00	27.00	523.00	2002-01-22 00:00:00.000
22	51	2002-01-29 00:00:00.000	550	507	23.3940	12866.7000	550.00	82.00	468.00	2002-01-22 00:00:00.000
22	52	2002-01-29 00:00:00.000	550	508	27.6465	15205.5750	550.00	.00	550.00	2002-01-22 00:00:00.000
23	53	2002-01-29 00:00:00.000	550	355	1.3650	750.7500	550.00	.00	550.00	2002-01-22 00:00:00.000
23	54	2002-01-29 00:00:00.000	550	940	62.9895	34644.2250	550.00	.00	550.00	2002-01-22 00:00:00.000
23	55	2002-01-29 00:00:00.000	550	535	3.4860	1917.3000	550.00	.00	550.00	2002-01-22 00:00:00.000
24	56	2002-01-29 00:00:00.000	550	351	6.1950	3407.2500	550.00	550.00	.00	2002-01-22 00:00:00.000
24	57	2002-01-29 00:00:00.000	550	352	1.4700	808.5000	550.00	550.00	.00	2002-01-22 00:00:00.000
25	58	2002-01-29 00:00:00.000	550	507	22.1655	12191.0250	550.00	.00	550.00	2002-01-22 00:00:00.000
25	59	2002-01-29 00:00:00.000	550	508	29.2845	16106.4750	523.00	.00	523.00	2002-01-22 00:00:00.000
26	60	2002-01-29 00:00:00.000	3	491	19.9815	59.9445	3.00	.00	3.00	2002-01-22 00:00:00.000
27	61	2002-01-29 00:00:00.000	3	341	41.1705	123.5115	3.00	.00	3.00	2002-01-22 00:00:00.000
27	62	2002-01-29 00:00:00.000	3	342	39.0705	117.2115	3.00	.00	3.00	2002-01-22 00:00:00.000
27	63	2002-01-29 00:00:00.000	3	343	43.3440	130.0320	3.00	.00	3.00	2002-01-22 00:00:00.000
27	64	2002-01-29 00:00:00.000	3	344	39.0705	117.2115	3.00	.00	3.00	2002-01-22 00:00:00.000
27	65	2002-01-29 00:00:00.000	3	345	36.9705	110.9115	3.00	.00	3.00	2002-01-22 00:00:00.000
27	66	2002-01-29 00:00:00.000	3	346	41.2440	123.7320	3.00	.00	3.00	2002-01-22 00:00:00.000
28	67	2002-01-29 00:00:00.000	550	935	31.4895	17319.2250	550.00	.00	550.00	2002-01-22 00:00:00.000
28	68	2002-01-29 00:00:00.000	550	936	48.2895	26559.2250	550.00	.00	550.00	2002-01-22 00:00:00.000
29	69	2002-02-22 00:00:00.000	3	375	43.3440	130.0320	3.00	.00	3.00	2002-02-15 00:00:00.000
29	70	2002-02-22 00:00:00.000	3	376	39.0705	117.2115	3.00	.00	3.00	2002-02-15 00:00:00.000
29	71	2002-02-22 00:00:00.000	3	377	36.9705	110.9115	3.00	.00	3.00	2002-02-15 00:00:00.000
29	72	2002-02-22 00:00:00.000	3	378	41.2440	123.7320	3.00	.00	3.00	2002-02-15 00:00:00.000
29	73	2002-02-22 00:00:00.000	3	379	36.9705	110.9115	3.00	.00	3.00	2002-02-15 00:00:00.000
30	74	2002-02-22 00:00:00.000	550	476	15.8865	8737.5750	550.00	.00	550.00	2002-02-15 00:00:00.000
30	75	2002-02-22 00:00:00.000	550	477	11.6655	6416.0250	550.00	55.00	495.00	2002-02-15 00:00:00.000
30	76	2002-02-22 00:00:00.000	550	478	11.0880	6098.4000	550.00	.00	550.00	2002-02-15 00:00:00.000
31	77	2002-02-22 00:00:00.000	3	402	47.4705	142.4115	3.00	.00	3.00	2002-02-15 00:00:00.000
32	78	2002-02-22 00:00:00.000	550	510	23.0790	12693.4500	550.00	82.00	468.00	2002-02-15 00:00:00.000
32	79	2002-02-22 00:00:00.000	550	511	29.2740	16100.7000	550.00	.00	550.00	2002-02-15 00:00:00.000
33	80	2002-03-02 00:00:00.000	3	403	45.3705	136.1115	3.00	.00	3.00	2002-02-23 00:00:00.000
33	81	2002-03-02 00:00:00.000	3	404	49.6440	148.9320	3.00	.00	3.00	2002-02-23 00:00:00.000
33	82	2002-03-02 00:00:00.000	3	405	45.3705	136.1115	3.00	.00	3.00	2002-02-23 00:00:00.000
34	83	2002-03-02 00:00:00.000	550	525	2.3205	1276.2750	550.00	550.00	.00	2002-02-23 00:00:00.000
35	84	2002-03-02 00:00:00.000	550	526	3.6435	2003.9250	550.00	.00	550.00	2002-02-23 00:00:00.000
36	85	2002-03-02 00:00:00.000	550	908	21.0945	11601.9750	468.00	.00	468.00	2002-02-23 00:00:00.000
36	86	2002-03-02 00:00:00.000	550	909	30.4395	16741.7250	550.00	.00	550.00	2002-02-23 00:00:00.000
36	87	2002-03-02 00:00:00.000	550	913	40.9395	22516.7250	550.00	.00	550.00	2002-02-23 00:00:00.000
37	88	2002-03-02 00:00:00.000	60	356	3.6015	216.0900	60.00	.00	60.00	2002-02-23 00:00:00.000
37	89	2002-03-02 00:00:00.000	60	357	3.9795	238.7700	60.00	.00	60.00	2002-02-23 00:00:00.000
38	90	2002-03-02 00:00:00.000	550	935	31.4895	17319.2250	550.00	.00	550.00	2002-02-23 00:00:00.000
38	91	2002-03-02 00:00:00.000	550	936	48.2895	26559.2250	550.00	.00	550.00	2002-02-23 00:00:00.000
39	92	2002-03-02 00:00:00.000	550	524	12.9675	7132.1250	550.00	.00	550.00	2002-02-23 00:00:00.000
40	93	2002-03-02 00:00:00.000	550	911	21.0945	11601.9750	550.00	.00	550.00	2002-02-23 00:00:00.000
40	94	2002-03-02 00:00:00.000	550	912	30.4395	16741.7250	550.00	55.00	495.00	2002-02-23 00:00:00.000
41	95	2002-03-02 00:00:00.000	550	910	40.9395	22516.7250	550.00	.00	550.00	2002-02-23 00:00:00.000
42	96	2002-03-02 00:00:00.000	550	937	62.9895	34644.2250	550.00	82.00	468.00	2002-02-23 00:00:00.000
43	97	2002-03-02 00:00:00.000	3	463	47.5230	142.5690	3.00	.00	3.00	2002-02-23 00:00:00.000
43	98	2002-03-02 00:00:00.000	3	464	45.4230	136.2690	3.00	.00	3.00	2002-02-23 00:00:00.000
43	99	2002-03-02 00:00:00.000	3	465	49.6965	149.0895	3.00	.00	3.00	2002-02-23 00:00:00.000
44	100	2002-03-02 00:00:00.000	3	462	47.6805	143.0415	3.00	3.00	.00	2002-02-23 00:00:00.000
45	101	2002-03-02 00:00:00.000	550	510	23.4045	12872.4750	550.00	.00	550.00	2002-02-23 00:00:00.000
45	102	2002-03-02 00:00:00.000	550	511	27.8670	15326.8500	523.00	.00	523.00	2002-02-23 00:00:00.000
46	103	2002-03-02 00:00:00.000	550	527	6.7515	3713.3250	468.00	.00	468.00	2002-02-23 00:00:00.000
47	104	2002-03-02 00:00:00.000	550	938	31.4895	17319.2250	550.00	.00	550.00	2002-02-23 00:00:00.000
47	105	2002-03-02 00:00:00.000	550	939	48.2895	26559.2250	550.00	.00	550.00	2002-02-23 00:00:00.000
47	106	2002-03-02 00:00:00.000	550	509	36.2775	19952.6250	550.00	.00	550.00	2002-02-23 00:00:00.000
48	107	2002-03-02 00:00:00.000	60	492	50.7465	3044.7900	60.00	.00	60.00	2002-02-23 00:00:00.000
48	108	2002-03-02 00:00:00.000	60	493	58.2645	3495.8700	60.00	.00	60.00	2002-02-23 00:00:00.000
48	109	2002-03-02 00:00:00.000	60	494	50.7465	3044.7900	60.00	.00	60.00	2002-02-23 00:00:00.000
48	110	2002-03-02 00:00:00.000	60	495	62.9265	3775.5900	60.00	.00	60.00	2002-02-23 00:00:00.000
48	111	2002-03-02 00:00:00.000	60	496	49.6545	2979.2700	60.00	.00	60.00	2002-02-23 00:00:00.000
49	112	2002-03-06 00:00:00.000	550	523	10.3845	5711.4750	550.00	.00	550.00	2002-02-27 00:00:00.000
50	113	2002-03-06 00:00:00.000	3	422	47.6805	143.0415	3.00	.00	3.00	2002-02-27 00:00:00.000
50	114	2002-03-06 00:00:00.000	3	423	45.5805	136.7415	3.00	.00	3.00	2002-02-27 00:00:00.000
50	115	2002-03-06 00:00:00.000	3	424	49.8540	149.5620	3.00	.00	3.00	2002-02-27 00:00:00.000
51	116	2002-03-06 00:00:00.000	3	490	12.7155	38.1465	3.00	.00	3.00	2002-02-27 00:00:00.000
51	117	2002-03-06 00:00:00.000	3	491	19.9395	59.8185	3.00	.00	3.00	2002-02-27 00:00:00.000
52	118	2002-03-06 00:00:00.000	3	528	38.1570	114.4710	3.00	.00	3.00	2002-02-27 00:00:00.000
53	119	2002-03-10 00:00:00.000	3	505	44.2155	132.6465	3.00	.00	3.00	2002-03-03 00:00:00.000
54	120	2002-03-10 00:00:00.000	550	938	31.4895	17319.2250	550.00	550.00	.00	2002-03-03 00:00:00.000
54	121	2002-03-10 00:00:00.000	550	939	48.2895	26559.2250	550.00	550.00	.00	2002-03-03 00:00:00.000
55	122	2002-03-10 00:00:00.000	60	358	6.9825	418.9500	60.00	.00	60.00	2002-03-03 00:00:00.000
56	123	2002-03-10 00:00:00.000	3	375	43.2705	129.8115	3.00	.00	3.00	2002-03-03 00:00:00.000
56	124	2002-03-10 00:00:00.000	3	376	47.5440	142.6320	3.00	.00	3.00	2002-03-03 00:00:00.000
56	125	2002-03-10 00:00:00.000	3	377	43.2705	129.8115	3.00	.00	3.00	2002-03-03 00:00:00.000
56	126	2002-03-10 00:00:00.000	3	378	41.1705	123.5115	3.00	.00	3.00	2002-03-03 00:00:00.000
57	127	2002-03-10 00:00:00.000	60	356	3.3810	202.8600	60.00	.00	60.00	2002-03-03 00:00:00.000
57	128	2002-03-10 00:00:00.000	60	357	4.3155	258.9300	60.00	.00	60.00	2002-03-03 00:00:00.000
58	129	2002-03-10 00:00:00.000	3	375	43.2705	129.8115	3.00	.00	3.00	2002-03-03 00:00:00.000
58	130	2002-03-10 00:00:00.000	3	376	41.1705	123.5115	3.00	.00	3.00	2002-03-03 00:00:00.000
58	131	2002-03-10 00:00:00.000	3	377	45.4440	136.3320	3.00	.00	3.00	2002-03-03 00:00:00.000
58	132	2002-03-10 00:00:00.000	3	378	41.1705	123.5115	3.00	.00	3.00	2002-03-03 00:00:00.000
58	133	2002-03-10 00:00:00.000	3	379	39.0705	117.2115	3.00	.00	3.00	2002-03-03 00:00:00.000
59	134	2002-03-10 00:00:00.000	3	490	12.3585	37.0755	3.00	.00	3.00	2002-03-03 00:00:00.000
60	135	2002-03-10 00:00:00.000	550	513	39.1965	21558.0750	550.00	.00	550.00	2002-03-03 00:00:00.000
61	136	2002-03-10 00:00:00.000	3	403	45.4440	136.3320	3.00	.00	3.00	2002-03-03 00:00:00.000
61	137	2002-03-10 00:00:00.000	3	404	41.1705	123.5115	3.00	.00	3.00	2002-03-03 00:00:00.000
61	138	2002-03-10 00:00:00.000	3	405	39.0705	117.2115	3.00	.00	3.00	2002-03-03 00:00:00.000
61	139	2002-03-10 00:00:00.000	3	406	43.3440	130.0320	3.00	.00	3.00	2002-03-03 00:00:00.000
62	140	2002-03-10 00:00:00.000	550	931	34.8705	19178.7750	550.00	82.00	468.00	2002-03-03 00:00:00.000
62	141	2002-03-10 00:00:00.000	550	932	39.7635	21869.9250	550.00	.00	550.00	2002-03-03 00:00:00.000
63	142	2002-03-10 00:00:00.000	3	422	47.6805	143.0415	3.00	.00	3.00	2002-03-03 00:00:00.000
63	143	2002-03-10 00:00:00.000	3	423	45.5805	136.7415	3.00	.00	3.00	2002-03-03 00:00:00.000
63	144	2002-03-10 00:00:00.000	3	424	49.8540	149.5620	3.00	.00	3.00	2002-03-03 00:00:00.000
64	145	2002-03-10 00:00:00.000	3	341	47.5755	142.7265	3.00	3.00	.00	2002-03-03 00:00:00.000
64	146	2002-03-10 00:00:00.000	3	342	45.4755	136.4265	3.00	3.00	.00	2002-03-03 00:00:00.000
65	147	2002-03-10 00:00:00.000	550	931	34.3455	18890.0250	550.00	.00	550.00	2002-03-03 00:00:00.000
65	148	2002-03-10 00:00:00.000	550	932	39.2385	21581.1750	523.00	.00	523.00	2002-03-03 00:00:00.000
66	149	2002-03-10 00:00:00.000	3	341	47.4705	142.4115	3.00	.00	3.00	2002-03-03 00:00:00.000
66	150	2002-03-10 00:00:00.000	3	342	45.3705	136.1115	3.00	.00	3.00	2002-03-03 00:00:00.000
66	151	2002-03-10 00:00:00.000	3	343	49.6440	148.9320	3.00	.00	3.00	2002-03-03 00:00:00.000
66	152	2002-03-10 00:00:00.000	3	344	45.3705	136.1115	3.00	.00	3.00	2002-03-03 00:00:00.000
67	153	2002-03-10 00:00:00.000	550	928	32.7705	18023.7750	550.00	.00	550.00	2002-03-03 00:00:00.000
67	154	2002-03-10 00:00:00.000	550	929	37.0860	20397.3000	550.00	.00	550.00	2002-03-03 00:00:00.000
67	155	2002-03-10 00:00:00.000	550	930	43.0395	23671.7250	550.00	.00	550.00	2002-03-03 00:00:00.000
68	156	2002-03-10 00:00:00.000	550	332	10.8150	5948.2500	550.00	.00	550.00	2002-03-03 00:00:00.000
69	157	2002-03-11 00:00:00.000	550	948	82.8345	45558.9750	550.00	.00	550.00	2002-03-04 00:00:00.000
69	158	2002-03-11 00:00:00.000	550	907	82.8345	45558.9750	550.00	.00	550.00	2002-03-04 00:00:00.000
70	159	2002-03-11 00:00:00.000	1250	325	.2100	262.5000	1250.00	.00	1250.00	2002-03-04 00:00:00.000
70	160	2002-03-11 00:00:00.000	1250	326	.2100	262.5000	1250.00	125.00	1125.00	2002-03-04 00:00:00.000
71	161	2002-03-11 00:00:00.000	3	320	49.6440	148.9320	3.00	.00	3.00	2002-03-04 00:00:00.000
71	162	2002-03-11 00:00:00.000	3	321	44.3205	132.9615	3.00	.00	3.00	2002-03-04 00:00:00.000
71	163	2002-03-11 00:00:00.000	60	322	28.6965	1721.7900	60.00	3.00	57.00	2002-03-04 00:00:00.000
72	164	2002-03-11 00:00:00.000	550	930	42.5145	23382.9750	550.00	82.00	468.00	2002-03-04 00:00:00.000
72	165	2002-03-11 00:00:00.000	550	921	5.5860	3072.3000	550.00	.00	550.00	2002-03-04 00:00:00.000
73	166	2002-03-26 00:00:00.000	60	952	15.7395	944.3700	60.00	.00	60.00	2002-03-19 00:00:00.000
74	167	2002-03-26 00:00:00.000	550	933	43.4595	23902.7250	550.00	550.00	.00	2002-03-19 00:00:00.000
74	168	2002-03-26 00:00:00.000	550	934	37.6215	20691.8250	550.00	550.00	.00	2002-03-19 00:00:00.000
75	169	2002-03-26 00:00:00.000	550	317	29.5785	16268.1750	550.00	.00	550.00	2002-03-19 00:00:00.000
75	170	2002-03-26 00:00:00.000	550	318	36.0990	19854.4500	523.00	.00	523.00	2002-03-19 00:00:00.000
75	171	2002-03-26 00:00:00.000	550	319	48.5835	26720.9250	550.00	.00	550.00	2002-03-19 00:00:00.000
76	172	2002-03-26 00:00:00.000	550	928	32.2455	17735.0250	468.00	.00	468.00	2002-03-19 00:00:00.000
76	173	2002-03-26 00:00:00.000	550	929	36.5610	20108.5500	550.00	.00	550.00	2002-03-19 00:00:00.000
77	174	2002-03-26 00:00:00.000	550	319	46.4205	25531.2750	550.00	.00	550.00	2002-03-19 00:00:00.000
78	175	2002-03-26 00:00:00.000	3	359	47.5230	142.5690	3.00	.00	3.00	2002-03-19 00:00:00.000
78	176	2002-03-26 00:00:00.000	3	360	45.4230	136.2690	3.00	.00	3.00	2002-03-19 00:00:00.000
78	177	2002-03-26 00:00:00.000	3	361	49.6965	149.0895	3.00	.00	3.00	2002-03-19 00:00:00.000
78	178	2002-03-26 00:00:00.000	3	362	45.4230	136.2690	3.00	.00	3.00	2002-03-19 00:00:00.000
78	179	2002-03-26 00:00:00.000	3	363	43.3230	129.9690	3.00	.00	3.00	2002-03-19 00:00:00.000
79	180	2002-03-26 00:00:00.000	3	2	41.9160	125.7480	3.00	.00	3.00	2002-03-19 00:00:00.000
80	181	2002-03-26 00:00:00.000	3	1	50.2635	150.7905	3.00	.00	3.00	2002-03-19 00:00:00.000
81	182	2002-03-26 00:00:00.000	3	361	49.8540	149.5620	3.00	.00	3.00	2002-03-19 00:00:00.000
81	183	2002-03-26 00:00:00.000	3	362	45.5805	136.7415	3.00	.00	3.00	2002-03-19 00:00:00.000
81	184	2002-03-26 00:00:00.000	3	363	43.4805	130.4415	3.00	.00	3.00	2002-03-19 00:00:00.000
81	185	2002-03-26 00:00:00.000	3	364	47.7540	143.2620	3.00	.00	3.00	2002-03-19 00:00:00.000
82	186	2002-03-26 00:00:00.000	550	530	16.0860	8847.3000	550.00	82.00	468.00	2002-03-19 00:00:00.000
83	187	2002-03-26 00:00:00.000	3	4	57.0255	171.0765	3.00	.00	3.00	2002-03-19 00:00:00.000
84	188	2002-03-26 00:00:00.000	550	512	37.0860	20397.3000	550.00	550.00	.00	2002-03-19 00:00:00.000
85	189	2002-03-26 00:00:00.000	550	513	26.5965	14628.0750	550.00	.00	550.00	2002-03-19 00:00:00.000
86	190	2002-03-26 00:00:00.000	550	317	27.0585	14882.1750	468.00	.00	468.00	2002-03-19 00:00:00.000
86	191	2002-03-26 00:00:00.000	550	318	33.5790	18468.4500	550.00	.00	550.00	2002-03-19 00:00:00.000
86	192	2002-03-26 00:00:00.000	550	319	46.0635	25334.9250	550.00	.00	550.00	2002-03-19 00:00:00.000
87	193	2002-03-26 00:00:00.000	3	408	47.5440	142.6320	3.00	.00	3.00	2002-03-19 00:00:00.000
87	194	2002-03-26 00:00:00.000	3	409	43.2705	129.8115	3.00	.00	3.00	2002-03-19 00:00:00.000
87	195	2002-03-26 00:00:00.000	3	410	41.1705	123.5115	3.00	.00	3.00	2002-03-19 00:00:00.000
87	196	2002-03-26 00:00:00.000	3	411	45.4440	136.3320	3.00	.00	3.00	2002-03-19 00:00:00.000
87	197	2002-03-26 00:00:00.000	3	412	41.1705	123.5115	3.00	.00	3.00	2002-03-19 00:00:00.000
87	198	2002-03-26 00:00:00.000	3	413	39.0705	117.2115	3.00	.00	3.00	2002-03-19 00:00:00.000
88	199	2002-03-26 00:00:00.000	3	427	47.5965	142.7895	3.00	.00	3.00	2002-03-19 00:00:00.000
88	200	2002-03-26 00:00:00.000	3	428	43.3230	129.9690	3.00	.00	3.00	2002-03-19 00:00:00.000
88	201	2002-03-26 00:00:00.000	3	429	41.2230	123.6690	3.00	.00	3.00	2002-03-19 00:00:00.000
88	202	2002-03-26 00:00:00.000	3	430	45.4965	136.4895	3.00	.00	3.00	2002-03-19 00:00:00.000
88	203	2002-03-26 00:00:00.000	3	431	41.2230	123.6690	3.00	.00	3.00	2002-03-19 00:00:00.000
89	204	2002-04-09 00:00:00.000	3	320	47.4705	142.4115	3.00	.00	3.00	2002-04-02 00:00:00.000
89	205	2002-04-09 00:00:00.000	3	321	42.7980	128.3940	3.00	.00	3.00	2002-04-02 00:00:00.000
89	206	2002-04-09 00:00:00.000	60	322	25.4205	1525.2300	60.00	.00	60.00	2002-04-02 00:00:00.000
90	207	2002-04-09 00:00:00.000	3	442	43.3965	130.1895	3.00	.00	3.00	2002-04-02 00:00:00.000
90	208	2002-04-09 00:00:00.000	3	443	39.1230	117.3690	3.00	.00	3.00	2002-04-02 00:00:00.000
90	209	2002-04-09 00:00:00.000	3	444	37.0230	111.0690	3.00	.00	3.00	2002-04-02 00:00:00.000
91	210	2002-04-09 00:00:00.000	550	941	62.9895	34644.2250	550.00	.00	550.00	2002-04-02 00:00:00.000
92	211	2002-04-09 00:00:00.000	3	320	45.3705	136.1115	3.00	.00	3.00	2002-04-02 00:00:00.000
92	212	2002-04-09 00:00:00.000	3	321	40.4880	121.4640	3.00	.00	3.00	2002-04-02 00:00:00.000
93	213	2002-04-13 00:00:00.000	3	504	48.7620	146.2860	3.00	.00	3.00	2002-04-06 00:00:00.000
94	214	2002-04-13 00:00:00.000	3	497	34.1880	102.5640	3.00	3.00	.00	2002-04-06 00:00:00.000
95	215	2002-04-13 00:00:00.000	3	323	50.2635	150.7905	3.00	.00	3.00	2002-04-06 00:00:00.000
96	216	2002-04-13 00:00:00.000	550	523	10.7310	5902.0500	468.00	.00	468.00	2002-04-06 00:00:00.000
96	217	2002-04-13 00:00:00.000	550	524	14.1225	7767.3750	550.00	.00	550.00	2002-04-06 00:00:00.000
97	218	2002-04-23 00:00:00.000	60	492	50.2635	3015.8100	60.00	.00	60.00	2002-04-16 00:00:00.000
97	219	2002-04-23 00:00:00.000	60	493	57.1515	3429.0900	60.00	.00	60.00	2002-04-16 00:00:00.000
97	220	2002-04-23 00:00:00.000	60	494	53.2035	3192.2100	60.00	.00	60.00	2002-04-16 00:00:00.000
97	221	2002-04-23 00:00:00.000	60	495	63.6930	3821.5800	60.00	.00	60.00	2002-04-16 00:00:00.000
97	222	2002-04-23 00:00:00.000	60	496	48.9090	2934.5400	60.00	.00	60.00	2002-04-16 00:00:00.000
98	223	2002-04-23 00:00:00.000	550	913	40.9395	22516.7250	550.00	.00	550.00	2002-04-16 00:00:00.000
98	224	2002-04-23 00:00:00.000	550	914	21.0945	11601.9750	550.00	.00	550.00	2002-04-16 00:00:00.000
98	225	2002-04-23 00:00:00.000	550	915	30.4395	16741.7250	550.00	.00	550.00	2002-04-16 00:00:00.000
98	226	2002-04-23 00:00:00.000	550	916	40.9395	22516.7250	550.00	.00	550.00	2002-04-16 00:00:00.000
99	227	2002-04-23 00:00:00.000	60	506	9.1980	551.8800	60.00	.00	60.00	2002-04-16 00:00:00.000
100	228	2002-04-23 00:00:00.000	550	351	5.7750	3176.2500	550.00	.00	550.00	2002-04-16 00:00:00.000
100	229	2002-04-23 00:00:00.000	550	352	1.1550	635.2500	550.00	55.00	495.00	2002-04-16 00:00:00.000
100	230	2002-04-23 00:00:00.000	550	679	5.7750	3176.2500	550.00	.00	550.00	2002-04-16 00:00:00.000
101	231	2002-04-23 00:00:00.000	550	507	23.3940	12866.7000	550.00	.00	550.00	2002-04-16 00:00:00.000
101	232	2002-04-23 00:00:00.000	550	508	27.6465	15205.5750	550.00	.00	550.00	2002-04-16 00:00:00.000
102	233	2002-04-23 00:00:00.000	550	355	1.3650	750.7500	550.00	82.00	468.00	2002-04-16 00:00:00.000
102	234	2002-04-23 00:00:00.000	550	940	62.9895	34644.2250	550.00	.00	550.00	2002-04-16 00:00:00.000
103	235	2002-04-23 00:00:00.000	550	679	6.1950	3407.2500	550.00	.00	550.00	2002-04-16 00:00:00.000
